WARNING: Specify the input file from the command line.
Load default configuration file "input/config.ini":

[general]=UNDEF
[general:compute]=[ON]
[general:fix]=[ON]
[system]=UNDEF
[system:dimension]=[2]
[system:neighbor]=[6.0]
[time]=UNDEF
[time:run]=[1000000]
[time:timestep]=[1e-4]
[data]=UNDEF
[data:mode]=[Set]
[data:ntype]=[2]
[data:ncount]=[20]
[potential]=UNDEF
[potential:included]=[ON]
[potential:type]=[LJ]
[potential:paramets]=[input/morse.he]
[thermostat]=UNDEF
[thermostat:included]=[ON]
[thermostat:type]=[BERENSDEN]
[thermostat:niter]=[10]
[thermostat:tstart]=[800]
[thermostat:tstop]=[800]
[berensden]=UNDEF
[berensden:tau]=[10]
[rescale]=UNDEF
[rescale:fraction]=[1]
[rescale:window]=[2]
[dump]=UNDEF
[dump:included]=[ON]
[dumpfile]=UNDEF
[dumpfile:included]=[OFF]
[dumpfile:output]=[dump]
[dumpfile:niter]=[1000]
[dumpimage]=UNDEF
[dumpimage:included]=[ON]
[dumpimage:output]=[snap]
[dumpimage:niter]=[2000]
[dumpmovie]=UNDEF
[dumpmovie:included]=[OFF]
[dumpmovie:output]=[mow]
[dumpmovie:niter]=[20000]
[print]=UNDEF
[print:included]=[ON]
[print:niter]=[1000]
[rdf]=UNDEF
[rdf:included]=[OFF]
[rdf:output]=[rdf.dat]
[rdf:nstart]=[50000]
[rdf:rmax]=[15]
[rdf:precision]=[0.001]

1000	 0.000000	 1.378768	 1.378768	 800.000000	 
2000	 0.000000	 1.378768	 1.378768	 800.000000	 
3000	 0.000000	 1.378768	 1.378768	 800.000000	 
4000	 0.000000	 1.378768	 1.378768	 800.000000	 
5000	 0.000000	 1.378768	 1.378768	 800.000000	 
6000	 0.000000	 1.378768	 1.378768	 800.000000	 
7000	 0.000000	 1.378768	 1.378768	 800.000000	 
8000	 0.000000	 1.378768	 1.378768	 800.000000	 
9000	 0.000000	 1.378768	 1.378768	 800.000000	 
10000	 0.000000	 1.378768	 1.378768	 800.000000	 
11000	 0.000000	 1.378768	 1.378768	 800.000000	 
12000	 0.000000	 1.378768	 1.378768	 800.000000	 
13000	 0.000000	 1.378768	 1.378768	 800.000000	 
14000	 0.000000	 1.378768	 1.378768	 800.000000	 
15000	 0.000000	 1.378768	 1.378768	 800.000000	 
16000	 0.000000	 1.378768	 1.378768	 800.000000	 
17000	 0.000000	 1.378768	 1.378768	 800.000000	 
18000	 0.000000	 1.378768	 1.378768	 800.000000	 
19000	 0.000000	 1.378768	 1.378768	 800.000000	 
20000	 0.000000	 1.378768	 1.378768	 800.000000	 
21000	 0.000000	 1.378768	 1.378768	 800.000000	 
22000	 0.000000	 1.378768	 1.378768	 800.000000	 
23000	 0.000000	 1.378768	 1.378768	 800.000000	 
24000	 0.000000	 1.378768	 1.378768	 800.000000	 
25000	 0.000000	 1.378768	 1.378768	 800.000000	 
26000	 0.000000	 1.378768	 1.378768	 800.000000	 
27000	 0.000000	 1.378768	 1.378768	 800.000000	 
28000	 0.000000	 1.378768	 1.378768	 800.000000	 
29000	 0.000000	 1.378768	 1.378768	 800.000000	 
30000	 0.000000	 1.378768	 1.378768	 800.000000	 
31000	 0.000000	 1.378768	 1.378768	 800.000000	 
32000	 0.000000	 1.378768	 1.378768	 800.000000	 
33000	 0.000000	 1.378768	 1.378768	 800.000000	 
34000	 0.000000	 1.378768	 1.378768	 800.000000	 
35000	 0.000000	 1.378768	 1.378768	 800.000000	 
36000	 0.000000	 1.378768	 1.378768	 800.000000	 
37000	 0.000000	 1.378768	 1.378768	 800.000000	 
38000	 0.000000	 1.378768	 1.378768	 800.000000	 
39000	 0.000000	 1.378768	 1.378768	 800.000000	 
40000	 0.000000	 1.378768	 1.378768	 800.000000	 
41000	 0.000000	 1.378768	 1.378768	 800.000000	 
42000	 0.000000	 1.378768	 1.378768	 800.000000	 
43000	 0.000000	 1.378768	 1.378768	 800.000000	 
44000	 0.000000	 1.378768	 1.378768	 800.000000	 
45000	 0.000000	 1.378768	 1.378768	 800.000000	 
46000	 0.000000	 1.378768	 1.378768	 800.000000	 
47000	 0.000000	 1.378768	 1.378768	 800.000000	 
48000	 0.000000	 1.378768	 1.378768	 800.000000	 
49000	 0.000000	 1.378768	 1.378768	 800.000000	 
50000	 0.000000	 1.378768	 1.378768	 800.000000	 
51000	 0.000000	 1.378768	 1.378768	 800.000000	 
52000	 0.000000	 1.378768	 1.378768	 800.000000	 
53000	 0.000000	 1.378768	 1.378768	 800.000000	 
54000	 0.000000	 1.378768	 1.378768	 800.000000	 
55000	 0.000000	 1.378768	 1.378768	 800.000000	 
56000	 0.000000	 1.378768	 1.378768	 800.000000	 
57000	 0.000000	 1.378768	 1.378768	 800.000000	 
58000	 0.000000	 1.378768	 1.378768	 800.000000	 
59000	 0.000000	 1.378768	 1.378768	 800.000000	 
60000	 0.000000	 1.378768	 1.378768	 800.000000	 
61000	 0.000000	 1.378768	 1.378768	 800.000000	 
62000	 0.000000	 1.378768	 1.378768	 800.000000	 
63000	 0.000000	 1.378768	 1.378768	 800.000000	 
64000	 0.000000	 1.378768	 1.378768	 800.000000	 
65000	 0.000000	 1.378768	 1.378768	 800.000000	 
66000	 0.000000	 1.378768	 1.378768	 800.000000	 
67000	 0.000000	 1.378768	 1.378768	 800.000000	 
68000	 0.000000	 1.378768	 1.378768	 800.000000	 
69000	 0.000000	 1.378768	 1.378768	 800.000000	 
70000	 0.000000	 1.378768	 1.378768	 800.000000	 
71000	 0.000000	 1.378768	 1.378768	 800.000000	 
72000	 0.000000	 1.378768	 1.378768	 800.000000	 
73000	 0.000000	 1.378768	 1.378768	 800.000000	 
74000	 0.000000	 1.378768	 1.378768	 800.000000	 
75000	 0.000000	 1.378768	 1.378768	 800.000000	 
76000	 0.000000	 1.378768	 1.378768	 800.000000	 
77000	 0.000000	 1.378768	 1.378768	 800.000000	 
78000	 0.000000	 1.378768	 1.378768	 800.000000	 
79000	 0.000000	 1.378768	 1.378768	 800.000000	 
80000	 -0.252432	 1.378817	 1.126385	 800.031608	 
81000	 -0.258031	 1.378820	 1.120790	 800.033788	 
82000	 -0.264020	 1.378824	 1.114805	 800.036186	 
83000	 -0.270438	 1.378828	 1.108390	 800.038829	 
84000	 -0.277330	 1.378833	 1.101503	 800.041751	 
85000	 -0.284746	 1.378838	 1.094092	 800.044990	 
86000	 -0.292744	 1.378843	 1.086100	 800.048591	 
87000	 -0.301389	 1.378850	 1.077461	 800.052609	 
88000	 -0.310757	 1.378857	 1.068099	 800.057106	 
89000	 -0.320936	 1.378864	 1.057929	 800.062158	 
90000	 -0.583081	 1.378918	 0.795838	 800.096782	 
91000	 -0.600303	 1.378931	 0.778628	 800.104983	 
92000	 -0.619000	 1.378945	 0.759945	 800.114191	 
93000	 -0.639356	 1.378961	 0.739605	 800.124572	 
94000	 -0.912071	 1.379020	 0.466949	 800.162201	 
95000	 -0.940957	 1.379042	 0.438086	 800.176794	 
96000	 -0.972470	 1.379068	 0.406598	 800.193322	 
97000	 -1.006962	 1.379097	 0.372135	 800.212131	 
98000	 -1.044847	 1.379131	 0.334284	 800.233648	 
99000	 -1.086618	 1.379169	 0.292551	 800.258401	 
100000	 -1.132864	 1.379214	 0.246350	 800.287053	 
101000	 -1.184295	 1.379266	 0.194970	 800.320438	 
102000	 -1.241774	 1.379326	 0.137552	 800.359619	 
103000	 -1.306357	 1.379398	 0.073041	 800.405966	 
104000	 -1.379349	 1.379484	 0.000135	 800.461262	 
105000	 -1.462378	 1.379588	 -0.082790	 800.527852	 
106000	 -1.807092	 1.379743	 -0.427349	 800.627635	 
107000	 -1.920088	 1.379897	 -0.540191	 800.726834	 
108000	 -2.051030	 1.380088	 -0.670941	 800.849976	 
109000	 -2.454455	 1.380353	 -1.074102	 801.020107	 
110000	 -2.637941	 1.380658	 -1.257284	 801.216113	 
